bin,encoder_phase_counts,detrended_error_arcsec
3.530000000000000000e+02,1.156710400000000081e+05,1.276276975166079097e+01
3.540000000000000000e+02,1.159987200000000012e+05,1.287432258435464227e+01
3.550000000000000000e+02,1.163264000000000087e+05,1.271602956074615243e+01
3.560000000000000000e+02,1.166540800000000017e+05,1.212093201664696807e+01
3.570000000000000000e+02,1.169817600000000093e+05,1.126402191380861773e+01
3.580000000000000000e+02,1.173094400000000023e+05,1.053890919560656236e+01
3.590000000000000000e+02,1.176371199999999953e+05,1.037178280939595432e+01
3.600000000000000000e+02,1.179648000000000029e+05,1.022470505958916753e+01
3.610000000000000000e+02,1.182924799999999959e+05,9.922787307852816596e+00
3.620000000000000000e+02,1.186201600000000035e+05,9.308730523022212822e+00
3.630000000000000000e+02,1.189478399999999965e+05,8.427188037545507271e+00
3.640000000000000000e+02,1.192755200000000041e+05,7.667369451394878688e+00
3.650000000000000000e+02,1.196031999999999971e+05,7.371089198401840292e+00
3.660000000000000000e+02,1.199308800000000047e+05,6.809046917671383703e+00
3.670000000000000000e+02,1.202585599999999977e+05,6.159196355160173830e+00
3.680000000000000000e+02,1.205862400000000052e+05,5.328294850701992047e+00
3.690000000000000000e+02,1.209139199999999983e+05,4.348633973421786258e+00
3.700000000000000000e+02,1.212416000000000058e+05,3.669026896976019358e+00
3.710000000000000000e+02,1.215692799999999988e+05,3.275330018443515012e+00
3.720000000000000000e+02,1.218969600000000064e+05,2.769693399011414314e+00
3.730000000000000000e+02,1.222246399999999994e+05,2.179769980035026311e+00
3.740000000000000000e+02,1.225523200000000070e+05,1.430164122740614552e+00
3.750000000000000000e+02,1.228800000000000000e+05,6.903060533913892849e-01
3.760000000000000000e+02,1.232076800000000076e+05,3.880340604868622312e-01
3.770000000000000000e+02,1.235353600000000006e+05,1.854999672895572826e-01
3.780000000000000000e+02,1.238630400000000081e+05,-1.898157143750734688e-01
3.790000000000000000e+02,1.241907200000000012e+05,-6.540275332413489906e-01
3.800000000000000000e+02,1.245184000000000087e+05,-1.398741638263323539e+00
