elapsed_ms,actual_interval_ms,encoder,delta_counts,command_speed_hz,reference_speed_hz,actual_speed_hz,position_error_arcsec
2002216,83.47623200097587,16221823,-26.0,59.42,59.42,47.5259251783624,263.3990060002666
2002299,83.5032630002388,16221793,-30.0,59.42,59.42,54.81985438984473,263.4962381898499
2002383,83.54076099931262,16221764,-29.0,59.42,59.42,52.9687397528185,263.63265818493363
2002466,83.53074799924798,16221738,-26.0,59.42,59.42,47.49490757925114,263.8847990070558
2002550,83.54845800022304,16221708,-30.0,59.42,59.42,54.79019994286166,263.9827109605104
2002633,83.49175500006822,16221682,-26.0,59.42,59.42,47.517089037675134,264.2342653011172
2002717,83.5351180012367,16221659,-23.0,59.42,59.42,42.012528004366295,264.602343280517
2002800,83.55393499914499,16221624,-35.0,59.42,59.42,63.91770982335722,264.5072185627286
2002884,83.53020200047467,16221593,-31.0,59.42,59.42,56.6289138071056,264.5662321235816
2002967,83.495156999561,16221559,-34.0,59.42,59.42,62.13520002456283,264.508847154084
2003051,83.45008600008441,16221526,-33.0,59.42,59.42,60.34026604382297,264.48940809558246
2003134,83.57123399946431,16221497,-29.0,59.42,59.42,52.949425494343714,264.62628642553864
2003218,83.47152700116567,16221460,-37.0,59.42,59.42,67.63685960897969,264.4526746151762
2003301,83.46847499888099,16221427,-33.0,59.42,59.42,60.326972437108815,264.433512139859
2003385,83.43377500023053,16221394,-33.0,59.42,59.42,60.352062346586706,264.41382775270586
2003468,83.39136900031008,16221356,-38.0,59.42,59.42,69.53165433377691,264.20038650108745
2003552,83.45960699989519,16221322,-34.0,59.42,59.42,62.16166679596892,264.14246683515427
2003635,83.43929100010428,16221280,-42.0,59.42,59.42,76.80663784933157,263.7752511241014
2003719,83.5473989991442,16221245,-35.0,59.42,59.42,63.92271017233828,263.68002810037945
2003802,83.52457100045285,16221213,-32.0,59.42,59.42,58.45959388373903,263.7003331573063
2003886,83.44439299980877,16221173,-40.0,59.42,59.42,73.14470637966038,263.4104418034655
2003969,83.47398300065834,16221136,-37.0,59.42,59.42,67.6348695746371,263.2368669330239
2004052,83.46888199957903,16221104,-32.0,59.42,59.42,58.49859711820061,263.2563343890915
2004136,83.4729750004044,16221076,-28.0,59.42,59.42,51.18376261873141,263.4303586459632
2004219,83.46321799945144,16221044,-32.0,59.42,59.42,58.50256696347476,263.44974091157485
2004303,83.55932300037239,16220996,-48.0,59.42,59.42,87.65292114642143,262.8525877054413
2004386,83.52717600064352,16220958,-38.0,59.42,59.42,69.41860267974734,262.64118908447523
2004470,83.63403600014863,16220922,-36.0,59.42,59.42,65.6809634595446,262.50864533099696
2004554,83.85034499951871,16220896,-26.0,59.42,59.42,47.31387994018118,262.7655931117261
2004638,83.90169499944022,16220851,-45.0,59.42,59.42,81.83928916061602,262.2894608452826
2004721,83.50231199983682,16220814,-37.0,59.42,59.42,67.61192376488968,262.1163120624649
